TimeGenerated,OperationName,Category,ResultType,ResultDescription,CorrelationId,Identity,Level,Location,AppDisplayName,AppId,ClientAppUsed,ConditionalAccessPolicies,ConditionalAccessStatus,DeviceDetail,IPAddress,LocationDetails,ResourceDisplayName,UserPrincipalName,UserType,UserDisplayName,,,,,
2024/02/02T07:11:00,Sign-in activity,SignInLogs,50140,This error occurred due to 'Keep me signed in' interrupt when the user was signing-in.,34fd594d-a229-4aaf-9a16-86000f35211f,Angel Brown,4,GB,Azure Portal,c44b4083-3bb0-49c1-b47d-974e53cbdf3c,Browser,"[{""conditionsNotSatisfied"":2,""conditionsSatisfied"":1,""displayName"":""Block Untrusted Locations-DO NOT DELETE"",""enforcedGrantControls"":[""Block""],""id"":""7115628f-b760-4ad7-8cb4-fd1fef701b41"",""result"":""notApplied""},{""conditionsNotSatisfied"":2,""conditionsSatisfied"":1,""displayName"":""Contoso partners and vendors MFA"",""enforcedGrantControls"":[""Mfa""],""id"":""8872f6fb-da88-4b63-bcc7-17247669596b"",""result"":""notApplied""}]",notApplied,"{""deviceId"":"""",""operatingSystem"":""Windows10"",""browser"":""Edge 121.0.0""}",192.168.1.10,"{""city"":""Reading"",""countryOrRegion"":""GB"",""geoCoordinates"":{""latitude"":""51.461216"",""longitude"":""-0.926469""},""state"":""Reading""}",Windows Azure Service Management API,angel.brown@contoso.com,Member,Angel Brown,,,,,
2024/02/02T07:06:00,Sign-in activity,SignInLogs,50140,This error occurred due to 'Keep me signed in' interrupt when the user was signing-in.,34fd594d-a229-4aaf-9a16-86000f35211f,Angel Brown,4,GB,Azure Portal,c44b4083-3bb0-49c1-b47d-974e53cbdf3c,Browser,"[{""conditionsNotSatisfied"":2,""conditionsSatisfied"":1,""displayName"":""Block Untrusted Locations-DO NOT DELETE"",""enforcedGrantControls"":[""Block""],""id"":""7115628f-b760-4ad7-8cb4-fd1fef701b41"",""result"":""notApplied""},{""conditionsNotSatisfied"":2,""conditionsSatisfied"":1,""displayName"":""Contoso partners and vendors MFA"",""enforcedGrantControls"":[""Mfa""],""id"":""8872f6fb-da88-4b63-bcc7-17247669596b"",""result"":""notApplied""}]",notApplied,"{""deviceId"":"""",""operatingSystem"":""Windows10"",""browser"":""Edge 121.0.0""}",192.168.1.10,"{""city"":""Reading"",""countryOrRegion"":""GB"",""geoCoordinates"":{""latitude"":""51.461216"",""longitude"":""-0.926469""},""state"":""Reading""}",Windows Azure Service Management API,angel.brown@contoso.com,Member,Angel Brown,,,,,
2024/02/02T06:23:00,Sign-in activity,SignInLogs,0,,9bc678ef-8df5-4f9e-b096-f24b6e65666b,Angel Brown,4,GB,Office365 Shell WCSS-Client,89bee1f7-5e6e-4d8a-9f3d-ecd601259da7,Browser,"[{""conditionsNotSatisfied"":2,""conditionsSatisfied"":1,""displayName"":""Block Untrusted Locations-DO NOT DELETE"",""enforcedGrantControls"":[""Block""],""id"":""7115628f-b760-4ad7-8cb4-fd1fef701b41"",""result"":""notApplied""},{""conditionsNotSatisfied"":2,""conditionsSatisfied"":1,""displayName"":""Contoso partners and vendors MFA"",""enforcedGrantControls"":[""Mfa""],""id"":""8872f6fb-da88-4b63-bcc7-17247669596b"",""result"":""notApplied""}]",notApplied,"{""deviceId"":"""",""operatingSystem"":""Windows10"",""browser"":""Chrome 121.0.0""}",192.168.1.10,"{""city"":""Reading"",""countryOrRegion"":""GB"",""geoCoordinates"":{""latitude"":""51.461216"",""longitude"":""-0.926469""},""state"":""Reading""}",Microsoft Graph,angel.brown@contoso.com,Member,Angel Brown,,,,,
2024/02/02T12:23:00,Sign-in activity,SignInLogs,0,,be1a253b-4714-4cbe-82fb-2235a56267ab,Angel Brown,4,GB,Azure Portal,c44b4083-3bb0-49c1-b47d-974e53cbdf3c,Browser,"[{""conditionsNotSatisfied"":2,""conditionsSatisfied"":1,""displayName"":""Block Untrusted Locations-DO NOT DELETE"",""enforcedGrantControls"":[""Block""],""id"":""7115628f-b760-4ad7-8cb4-fd1fef701b41"",""result"":""notApplied""},{""conditionsNotSatisfied"":2,""conditionsSatisfied"":1,""displayName"":""Contoso partners and vendors MFA"",""enforcedGrantControls"":[""Mfa""],""id"":""8872f6fb-da88-4b63-bcc7-17247669596b"",""result"":""notApplied""}]",notApplied,"{""deviceId"":"""",""operatingSystem"":""Windows10"",""browser"":""Edge 120.0.0""}",192.168.1.10,"{""city"":""Reading"",""countryOrRegion"":""GB"",""geoCoordinates"":{""latitude"":""51.461216"",""longitude"":""-0.926469""},""state"":""Reading""}",Windows Azure Service Management API,angel.brown@contoso.com,Member,Angel Brown,,,,,
2024/02/02T11:57:00,Sign-in activity,SignInLogs,50126,Invalid username or password or Invalid on-premise username or password.,3b58fd99-a700-4327-af6c-b38992c5b5ca,Angel Brown,4,GB,Signup Client,2caeb7e8-ee9a-4f10-998f-2e7a329b6c49,Browser,"[{""conditionsNotSatisfied"":2,""conditionsSatisfied"":1,""displayName"":""Block Untrusted Locations-DO NOT DELETE"",""enforcedGrantControls"":[""Block""],""id"":""7115628f-b760-4ad7-8cb4-fd1fef701b41"",""result"":""notApplied""},{""conditionsNotSatisfied"":2,""conditionsSatisfied"":1,""displayName"":""Contoso partners and vendors MFA"",""enforcedGrantControls"":[""Mfa""],""id"":""8872f6fb-da88-4b63-bcc7-17247669596b"",""result"":""notApplied""}]",notApplied,"{""deviceId"":"""",""operatingSystem"":""Windows10"",""browser"":""Edge 121.0.0""}",192.168.1.10,"{""city"":""Reading"",""countryOrRegion"":""GB"",""geoCoordinates"":{""latitude"":""51.461216"",""longitude"":""-0.926469""},""state"":""Reading""}",Microsoft Graph,angel.brown@contoso.com,Member,Angel Brown,,,,,
2024/02/02T11:10:00,Sign-in activity,SignInLogs,0,,b94d3daf-2fba-43a4-bc08-6924255fd3ce,Angel Brown,4,GB,Microsoft 365 Security and Compliance Center,80ccca67-54bd-44ab-8625-4b79c4dc7775,Browser,"[{""conditionsNotSatisfied"":2,""conditionsSatisfied"":1,""displayName"":""Block Untrusted Locations-DO NOT DELETE"",""enforcedGrantControls"":[""Block""],""id"":""7115628f-b760-4ad7-8cb4-fd1fef701b41"",""result"":""notApplied""},{""conditionsNotSatisfied"":2,""conditionsSatisfied"":1,""displayName"":""Contoso partners and vendors MFA"",""enforcedGrantControls"":[""Mfa""],""id"":""8872f6fb-da88-4b63-bcc7-17247669596b"",""result"":""notApplied""}]",notApplied,"{""deviceId"":"""",""operatingSystem"":""MacOs"",""browser"":""Chrome 121.0.0""}",192.168.1.10,"{""city"":""Reading"",""countryOrRegion"":""GB"",""geoCoordinates"":{""latitude"":""51.461216"",""longitude"":""-0.926469""},""state"":""Reading""}",Windows Azure Active Directory,angel.brown@contoso.com,Member,Angel Brown,,,,,
2024/02/02T10:59:00,Sign-in activity,SignInLogs,0,,5fd7ce2b-3a16-4b5c-a216-b2682a97ec61,Angel Brown,4,GB,Azure Portal,c44b4083-3bb0-49c1-b47d-974e53cbdf3c,Browser,"[{""conditionsNotSatisfied"":2,""conditionsSatisfied"":1,""displayName"":""Block Untrusted Locations-DO NOT DELETE"",""enforcedGrantControls"":[""Block""],""id"":""7115628f-b760-4ad7-8cb4-fd1fef701b41"",""result"":""notApplied""},{""conditionsNotSatisfied"":2,""conditionsSatisfied"":1,""displayName"":""Contoso partners and vendors MFA"",""enforcedGrantControls"":[""Mfa""],""id"":""8872f6fb-da88-4b63-bcc7-17247669596b"",""result"":""notApplied""}]",notApplied,"{""deviceId"":"""",""operatingSystem"":""Windows10"",""browser"":""Edge 121.0.0""}",192.168.1.10,"{""city"":""Reading"",""countryOrRegion"":""GB"",""geoCoordinates"":{""latitude"":""51.461216"",""longitude"":""-0.926469""},""state"":""Reading""}",Azure Portal,angel.brown@contoso.com,Member,Angel Brown,,,,,
2024/02/02T10:59:00,Sign-in activity,SignInLogs,0,,7a32066a-c7db-4ea2-a9c6-9d68b2121af9,Angel Brown,4,GB,Microsoft Account Controls V2,7eadcef8-456d-4611-9480-4fff72b8b9e2,Browser,"[{""conditionsNotSatisfied"":2,""conditionsSatisfied"":1,""displayName"":""Block Untrusted Locations-DO NOT DELETE"",""enforcedGrantControls"":[""Block""],""id"":""7115628f-b760-4ad7-8cb4-fd1fef701b41"",""result"":""notApplied""},{""conditionsNotSatisfied"":2,""conditionsSatisfied"":1,""displayName"":""Contoso partners and vendors MFA"",""enforcedGrantControls"":[""Mfa""],""id"":""8872f6fb-da88-4b63-bcc7-17247669596b"",""result"":""notApplied""}]",notApplied,"{""deviceId"":"""",""operatingSystem"":""Windows10"",""browser"":""Chrome 121.0.0""}",192.168.1.10,"{""city"":""Reading"",""countryOrRegion"":""GB"",""geoCoordinates"":{""latitude"":""51.461216"",""longitude"":""-0.926469""},""state"":""Reading""}",Microsoft Graph,angel.brown@contoso.com,Member,Angel Brown,,,,,
2024/02/02T10:54:00,Sign-in activity,SignInLogs,0,,70a09d41-347f-4235-b9f2-55be3c1cd758,Angel Brown,4,GB,Office365 Shell WCSS-Client,89bee1f7-5e6e-4d8a-9f3d-ecd601259da7,Browser,"[{""conditionsNotSatisfied"":0,""conditionsSatisfied"":3,""displayName"":""Contoso partners and vendors MFA"",""enforcedGrantControls"":[""Mfa""],""id"":""8872f6fb-da88-4b63-bcc7-17247669596b"",""result"":""success""},{""conditionsNotSatisfied"":2,""conditionsSatisfied"":1,""displayName"":""Block Untrusted Locations-DO NOT DELETE"",""enforcedGrantControls"":[""Block""],""id"":""7115628f-b760-4ad7-8cb4-fd1fef701b41"",""result"":""notApplied""}]",notApplied,"{""deviceId"":"""",""operatingSystem"":""Windows10"",""browser"":""Chrome 121.0.0""}",192.168.1.10,"{""city"":""Reading"",""countryOrRegion"":""GB"",""geoCoordinates"":{""latitude"":""51.461216"",""longitude"":""-0.926469""},""state"":""Reading""}",Microsoft Graph,angel.brown@contoso.com,Member,Angel Brown,,,,,
2024/02/02T10:53:00,Sign-in activity,SignInLogs,0,,8a9a3654-e248-4b85-acb8-e41bcd2ecd8e,Angel Brown,4,GB,Office365 Shell WCSS-Client,89bee1f7-5e6e-4d8a-9f3d-ecd601259da7,Browser,"[{""conditionsNotSatisfied"":0,""conditionsSatisfied"":3,""displayName"":""Contoso partners and vendors MFA"",""enforcedGrantControls"":[""Mfa""],""id"":""8872f6fb-da88-4b63-bcc7-17247669596b"",""result"":""success""},{""conditionsNotSatisfied"":2,""conditionsSatisfied"":1,""displayName"":""Block Untrusted Locations-DO NOT DELETE"",""enforcedGrantControls"":[""Block""],""id"":""7115628f-b760-4ad7-8cb4-fd1fef701b41"",""result"":""notApplied""}]",notApplied,"{""deviceId"":"""",""operatingSystem"":""Windows10"",""browser"":""Chrome 121.0.0""}",192.168.1.10,"{""city"":""Reading"",""countryOrRegion"":""GB"",""geoCoordinates"":{""latitude"":""51.461216"",""longitude"":""-0.926469""},""state"":""Reading""}",Office365 Shell WCSS-Server,angel.brown@contoso.com,Member,Angel Brown,,,,,
2024/02/02T10:53:00,Sign-in activity,SignInLogs,0,,281207a2-5b4f-450e-9b99-67da839a3f57,Angel Brown,4,GB,Office365 Shell WCSS-Client,89bee1f7-5e6e-4d8a-9f3d-ecd601259da7,Browser,"[{""conditionsNotSatisfied"":0,""conditionsSatisfied"":3,""displayName"":""Contoso partners and vendors MFA"",""enforcedGrantControls"":[""Mfa""],""id"":""8872f6fb-da88-4b63-bcc7-17247669596b"",""result"":""failure""},{""conditionsNotSatisfied"":2,""conditionsSatisfied"":1,""displayName"":""Block Untrusted Locations-DO NOT DELETE"",""enforcedGrantControls"":[""Block""],""id"":""7115628f-b760-4ad7-8cb4-fd1fef701b41"",""result"":""notApplied""}]",notApplied,"{""deviceId"":"""",""operatingSystem"":""Windows10"",""browser"":""Chrome 121.0.0""}",192.168.1.10,"{""city"":""Reading"",""countryOrRegion"":""GB"",""geoCoordinates"":{""latitude"":""51.461216"",""longitude"":""-0.926469""},""state"":""Reading""}",Microsoft Graph,angel.brown@contoso.com,Member,Angel Brown,,,,,
2024/02/02T10:53:00,Sign-in activity,SignInLogs,0,,4532f457-5ad0-4fd6-8e50-1a9606293128,Angel Brown,4,GB,Microsoft 365 Security and Compliance Center,80ccca67-54bd-44ab-8625-4b79c4dc7775,Browser,"[{""conditionsNotSatisfied"":0,""conditionsSatisfied"":3,""displayName"":""Contoso partners and vendors MFA"",""enforcedGrantControls"":[""Mfa""],""id"":""8872f6fb-da88-4b63-bcc7-17247669596b"",""result"":""success""},{""conditionsNotSatisfied"":2,""conditionsSatisfied"":1,""displayName"":""Block Untrusted Locations-DO NOT DELETE"",""enforcedGrantControls"":[""Block""],""id"":""7115628f-b760-4ad7-8cb4-fd1fef701b41"",""result"":""notApplied""}]",notApplied,"{""deviceId"":"""",""operatingSystem"":""Windows10"",""browser"":""Chrome 121.0.0""}",192.168.1.10,"{""city"":""Reading"",""countryOrRegion"":""GB"",""geoCoordinates"":{""latitude"":""51.461216"",""longitude"":""-0.926469""},""state"":""Reading""}",Windows Azure Active Directory,angel.brown@contoso.com,Member,Angel Brown,,,,,
2024/02/02T10:52:00,Sign-in activity,SignInLogs,0,,70c98ff6-d886-474f-8c42-891234e225ed,Angel Brown,4,GB,Azure Portal,c44b4083-3bb0-49c1-b47d-974e53cbdf3c,Browser,"[{""conditionsNotSatisfied"":0,""conditionsSatisfied"":3,""displayName"":""Contoso partners and vendors MFA"",""enforcedGrantControls"":[""Mfa""],""id"":""8872f6fb-da88-4b63-bcc7-17247669596b"",""result"":""success""},{""conditionsNotSatisfied"":2,""conditionsSatisfied"":1,""displayName"":""Block Untrusted Locations-DO NOT DELETE"",""enforcedGrantControls"":[""Block""],""id"":""7115628f-b760-4ad7-8cb4-fd1fef701b41"",""result"":""notApplied""}]",notApplied,"{""deviceId"":"""",""operatingSystem"":""Windows10"",""browser"":""Chrome 121.0.0""}",192.168.1.10,"{""city"":""Reading"",""countryOrRegion"":""GB"",""geoCoordinates"":{""latitude"":""51.461216"",""longitude"":""-0.926469""},""state"":""Reading""}",Windows Azure Service Management API,angel.brown@contoso.com,Member,Angel Brown,,,,,
2024/02/02T10:51:00,Sign-in activity,SignInLogs,0,,70c98ff6-d886-474f-8c42-891234e225ed,Angel Brown,4,GB,Azure Portal,c44b4083-3bb0-49c1-b47d-974e53cbdf3c,Browser,"[{""conditionsNotSatisfied"":0,""conditionsSatisfied"":3,""displayName"":""Contoso partners and vendors MFA"",""enforcedGrantControls"":[""Mfa""],""id"":""8872f6fb-da88-4b63-bcc7-17247669596b"",""result"":""success""},{""conditionsNotSatisfied"":2,""conditionsSatisfied"":1,""displayName"":""Block Untrusted Locations-DO NOT DELETE"",""enforcedGrantControls"":[""Block""],""id"":""7115628f-b760-4ad7-8cb4-fd1fef701b41"",""result"":""notApplied""}]",notApplied,"{""deviceId"":"""",""operatingSystem"":""Windows10"",""browser"":""Chrome 121.0.0""}",192.168.1.10,"{""city"":""Reading"",""countryOrRegion"":""GB"",""geoCoordinates"":{""latitude"":""51.461216"",""longitude"":""-0.926469""},""state"":""Reading""}",Windows Azure Service Management API,angel.brown@contoso.com,Member,Angel Brown,,,,,
2024/02/02T10:50:00,Sign-in activity,SignInLogs,0,,70c98ff6-d886-474f-8c42-891234e225ed,Angel Brown,4,GB,Azure Portal,c44b4083-3bb0-49c1-b47d-974e53cbdf3c,Browser,"[{""conditionsNotSatisfied"":0,""conditionsSatisfied"":3,""displayName"":""Contoso partners and vendors MFA"",""enforcedGrantControls"":[""Mfa""],""id"":""8872f6fb-da88-4b63-bcc7-17247669596b"",""result"":""success""},{""conditionsNotSatisfied"":2,""conditionsSatisfied"":1,""displayName"":""Block Untrusted Locations-DO NOT DELETE"",""enforcedGrantControls"":[""Block""],""id"":""7115628f-b760-4ad7-8cb4-fd1fef701b41"",""result"":""notApplied""}]",notApplied,"{""deviceId"":"""",""operatingSystem"":""Windows10"",""browser"":""Chrome 121.0.0""}",192.168.1.10,"{""city"":""Reading"",""countryOrRegion"":""GB"",""geoCoordinates"":{""latitude"":""51.461216"",""longitude"":""-0.926469""},""state"":""Reading""}",Windows Azure Service Management API,angel.brown@contoso.com,Member,Angel Brown,,,,,
